,id,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
933,1696,Italy,"The fruit appears very ripe, almost too ripe, making the wine difficult to pair with food because of the width and intensity of its jammy nose. Yet more harmonious tones of chocolate, coffee and spice kick in at the rear to add dimension.",Quercegobbe,86,50,Tuscany,Toscana,,,,Petra 2003 Quercegobbe Merlot (Toscana),Merlot,Petra
934,1698,Italy,"As much as Tuscany and Syrah seem to be a match made in heaven, this wine is lower in overall intensity and rather neutral in aromas. Pretty cherry-berry and fine wood nuances are measured and understated. Firm structure and tannins, with a tart cherry note on the close.",Solista,86,85,Tuscany,Toscana,,,,Terralsole 2005 Solista Syrah (Toscana),Syrah,Terralsole
935,1699,Italy,"Amarone producer Tommasi has produced this approachable blend of Sangiovese and Cabernet. The aromas are simple but direct, including cherry, spice and vanilla.",Poggio al Tufo Rompicollo,86,16,Tuscany,Maremma,,,,Tommasi 2005 Poggio al Tufo Rompicollo  (Maremma),Red Blend,Tommasi
936,1701,Spain,"This tiny production SB is sweet and easygoing, with canned peach aromas along with pineapple and mild citrus flavors. Roundness and a smooth feel work in the wine's favor, because there's just enough acidity to push the length on the finish. Drink right away.",Do√±a Beatriz,86,12,Northern Spain,Rueda,,Michael Schachner,@wineschach,Bodegas Cerrosol 2006 Do√±a Beatriz Sauvignon (Rueda),Sauvignon,Bodegas Cerrosol
937,1705,Italy,"A ripe, thickly extracted Sangiovese that offers loads of blueberry fruit and cookie dough aromas. It's surprisingly thick and creamy in the mouth with toasted nut flavors on the close.",Patrimonio,86,15,Tuscany,Toscana,,,,Antonino Tringali-Casanuova 2005 Patrimonio Sangiovese (Toscana),Sangiovese,Antonino Tringali-Casanuova
938,1706,Australia,"This medium-bodied Chardonnay features ample apple, pear and pineapple fruit that comes across as pleasant and mouthfilling, if also a bit one-dimensional. Still, it represents a reasonable value.",Lost Block,86,14,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Tyrrell's 2006 Lost Block Chardonnay (South Eastern Australia),Chardonnay,Tyrrell's
939,1709,Italy,"The packaging is totally crazy but the wine is more subdued. A blend of Syrah, Merlot and Cabernet, it delivers raw strawberry, green leaf notes and loads of dried hay. It has a sharp, solid build and rigid tannins.",Wine Obsession I Miti,86,65,Tuscany,Toscana,,,,Villa Vignamaggio 2003 Wine Obsession I Miti Red (Toscana),Red Blend,Villa Vignamaggio
940,1710,US,"This Central Coast vineyard has produced an extraordinarily rich, vibrant Viognier, brimming with tropical fruit, wildflower, honey and vanilla-spice flavors. It benefits from crisp acidity, and finishes clean and off-dry.",Vista Verde Vineyard,86,25,California,San Benito County,Central Coast,,,Vinum Cellars 2006 Vista Verde Vineyard Viognier (San Benito County),Viognier,Vinum Cellars
941,1713,Italy,"This Sangiovese from a hot vintage definitely seems past its peak. It has a very sweet-smelling, cherry-driven nose with a touch of marmalade that is blasted by a sudden rush of oak wood.",Birba,85,29,Tuscany,Toscana,,,,La Gerla 2003 Birba Sangiovese Grosso (Toscana),Sangiovese Grosso,La Gerla
942,1718,Spain,"This wine is a ‚Äúproduct‚Äù in every sense of the word. It's consistent from year to year, and if you know Esmeralda, with its sweet blend of Moscatel and Gew√ºrz, then you know that it delivers simple but pleasant lime, kiwi and cantaloupe flavors with a certain watery freshness.",Vi√±a Esmeralda,85,15,Catalonia,Catalunya,,Michael Schachner,@wineschach,Torres 2006 Vi√±a Esmeralda Moscatel (Catalunya),Moscatel,Torres
943,1721,Spain,"The winery has dialed back the time in oak for its barrel-fermented Viura to two months from five or six, and it's a decidedly less oaky wine than in years prior. Now it shows a controlled lees character along with lemon and apple flavors. Limited in what it offers, but made well.",Blanco Fermentado en Barrica,85,8,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqu√©s de C√°ceres 2006 Blanco Fermentado en Barrica White (Rioja),White Blend,Marqu√©s de C√°ceres
944,1722,Spain,"White raisin and touches of lettuce and celery give this multigrape blend some richness but also a bit of green character. The palate shows lemon, green apple and pineapple, and this lean quality is confirmed by the wine's modest 11% alcohol level. Drink now to catch it at its scouring, sorbet-like best.",Versatus,85,10,Galicia,Ribeiro,,Michael Schachner,@wineschach,Bodegas Campante 2006 Versatus White (Ribeiro),White Blend,Bodegas Campante
945,1723,Australia,"Tart blackberry and vanilla flavors mark this bold Shiraz that shows its 14.5% alcohol. There's a rubbery note on the nose that's a bit distracting but should be taken care of by a quick decanting, while black olive and coffee notes emerge on the slightly warm finish.",Nine Gums Vineyard,85,30,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Brick Road 2005 Nine Gums Vineyard Shiraz (McLaren Vale),Shiraz,Brick Road
946,1724,US,"The earthy spice character of this masculine but poised Pinot makes it a unique and stylish pick for red wine lovers. Flavors are balanced, the acids are in check and the finish is delicate but spicy. Overall, a nice wine with class.",Barrel Select,85,22,Pennsylvania,Pennsylvania,,Susan Kostrzewa,@suskostrzewa,Chaddsford 2005 Barrel Select Pinot Noir (Pennsylvania),Pinot Noir,Chaddsford
947,1726,Spain,"For classic Rioja, Monte Real is always a good bet. This offering delivers textbook aromas of dried raspberry and cherry offset by fallen leaves and a pinch of seashell. The palate is still quite fresh, while black cherry, raisin, spice and cocoa flavors finish smooth and long, with a touch of oxidation and a Sherry note for added complexity. Drink through 2022.",Monte Real Gran Reserva,92,47,Northern Spain,Rioja,,Michael Schachner,@wineschach,Bodegas Riojanas 2006 Monte Real Gran Reserva  (Rioja),Tempranillo,Bodegas Riojanas
948,1728,US,"Coming from an extreme coastal vineyard three miles north of Cambria, this cool-climate study offers aromas of blistered cherry tomatoes, Eastern European goulash spices and crushed peppercorns of all colors. It's fresh and lively on the palate, with hints of rose and tart raspberry. At the same time, it's quite vegetal, with green notes that will evolve into more balanced umami flavors from 2017 to 2022.",Steiner Creek Vineyard,92,48,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Presqu'ile 2012 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Presqu'ile
949,1729,US,"From a vineyard 1,700 feet above the small town of Corralitos comes this tasty wine that begins with aromas of smoked apple, lemon zest, honeysuckle and sea salt, as well as a struck-match element. The palate shows flavors of fresh apple, chamomile and a dusting of crushed vanilla, all set against a chalky grip.",Split Rail Vineyard,92,30,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Sante Arcangeli
950,1730,US,"A blend of fruit sources used for the winery's three single-vineyard wines, this bottling saw no new oak and is light golden in color with reserved notes of mineral, almond, pineapple and lees. Full bodied, rich and layered with a creamy feel, it's appealing now but should have a long life ahead.",Uncovered,92,35,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Sixto 2012 Uncovered Chardonnay (Washington),Chardonnay,Sixto
951,1731,US,"This blend of Syrah, Mourv√®dre, Carignan, Counoise, Grenache and Cinsault immediately appeals with its aromas of plum, candied raspberry and garrigue, with no oak influence anywhere in sight. It's fruit laden, focused and supple, with a feel that dazzles the senses and pure fruit flavors that just won't quit.",Subduction,92,20,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Syncline 2013 Subduction Red (Columbia Valley (WA)),Rh√¥ne-style Red Blend,Syncline
952,1734,US,"Whereas many Syrahs from this vintage from the Rocks District show more fruit than usual, this wine is clearly rooted in the stones. It's aromatically expressive with black olive, crushed flowers, mineral, black pepper and an earthy funk. Flavors are silky soft in feel, with a well-balanced mixture of fruit and savory notes that leads to a lingering finish.",Some Days Are Stones Stoney Vine Vineyard,92,40,Washington,Walla Walla Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Two Vintners 2012 Some Days Are Stones Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Syrah,Two Vintners
953,1736,Italy,"This opens with an enticing fragrance of rose, violet, dark berry and underbrush. The firm palate delivers juicy wild cherry, cinnamon and star anise alongside firm but fine-grained tannins and bright acidity. Drink 2018‚Äì2028.",Ugolforte,92,50,Tuscany,Brunello di Montalcino,,Kerin O‚ÄôKeefe,@kerinokeefe,Tenuta San Giorgio 2010 Ugolforte  (Brunello di Montalcino),Sangiovese,Tenuta San Giorgio
954,1737,US,"Ian Brand explores fringe growing regions to deliver well-priced and fun wines for this label. This shows aromas of tight nectarine and Granny Smith apple, and the flavors are laser-focused with apple skins, yellow grapefruit pith and steely gunmetal. Its intense energy is a little wound up now, but will blossom with time.",Jack's Hill,92,22,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County),Chardonnay,Le P'tit Paysan
955,1738,Italy,"Aromas of tilled earth, leafy forest floor, porcini mushroom, truffle and ripe berry lead the nose. The palate offers wild cherry layered with medicinal herb, black pepper and grilled sage supported by firm tannins. It's still young and a bit disjointed so give it time to come together. Drink after 2018.",Riserva,92,80,Tuscany,Brunello di Montalcino,,Kerin O‚ÄôKeefe,@kerinokeefe,Lisini 2008 Riserva  (Brunello di Montalcino),Sangiovese,Lisini
956,1740,Italy,"This full-bodied red manages to be concentrated and weightless at the same time. It opens with aromas of blue flower, wild berry and a whiff of espresso. The smooth, almost creamy palate delivers a black cherry core while notes of graphite, clove, ground pepper and cake spice add depth. It's impeccably balanced, with velvety tannins and just the right amount of freshness. Drink through 2017.",Le Serre Nuove,92,75,Tuscany,Bolgheri,,Kerin O‚ÄôKeefe,@kerinokeefe,Ornellaia 2012 Le Serre Nuove  (Bolgheri),Red Blend,Ornellaia
957,1741,US,"This is an extremely rare beast‚Äîa single-vineyard, single-varietal (Pinot Noir), single-vintage sparkling wine. Aged sur lie for 42 months, it draws you into the glass with notes of smoke, raspberry, mineral and nutty spices. The flavors are light and lively with tart, racy acidity and a long, lingering finish.",Atavus Vineyard Blanc de Noir,92,56,Washington,Columbia Gorge (WA),Washington Other,Sean P. Sullivan,@wawinereport,Analemma 2010 Atavus Vineyard Blanc de Noir Pinot Noir (Columbia Gorge (WA)),Pinot Noir,Analemma
958,1742,US,"A deep, dark color, unusually ripe and exotic aromas, and intense flavors recalling boysenberry syrup make this a monster Zin. It's not very tannic or astringent, but the body is so rich and the alcohol relatively high that it oozes power and concentration. This will be great after a meal with cheese or chocolate.",Block 10,92,45,California,Alexander Valley,Sonoma,Jim Gordon,@gordone_cellars,Bella 2012 Block 10 Zinfandel (Alexander Valley),Zinfandel,Bella
959,1743,Italy,"Aromas of menthol, dried flower, ripe berry, leather and savory herb lead the nose. The rich palate delivers crushed wild cherry, stewed plum, cinnamon, anise and a hint of vanilla alongside round tannins. Despite its big, friendly structure, it also boasts finesse. Drink through 2022.",Poggiotondo,92,45,Tuscany,Brunello di Montalcino,,Kerin O‚ÄôKeefe,@kerinokeefe,Centolani 2010 Poggiotondo  (Brunello di Montalcino),Sangiovese,Centolani
960,1749,US,"This barrel-fermented wine has opulent aromas of nougat, butterscotch and pear tart. Equally interesting flavors stress the spice and pastry notes rather than straightforward fruitiness. It is attractively rich in mouth feel, dry, full-bodied and grand in style.",De Mayo Block,92,30,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Darcie Kent Vineyards 2012 De Mayo Block Chardonnay (Livermore Valley),Chardonnay,Darcie Kent Vineyards
961,1750,France,"Forward red fruits give a good beginning to this light and fruity blend of Merlot, Cabernet Franc and Cabernet Sauvignon. It is crisp with red currant flavors and layers of acidity. Drink now.",Ch√¢teau Les Vergnes,84,13,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Univitis 2013 Ch√¢teau Les Vergnes  (Bordeaux),Bordeaux-style Red Blend,Univitis
962,1751,Spain,"Briny lemon-lime aromas are simplistic. This blend of Moscatel and Merseguera is foamy, while good acidity keeps it on a level plane. Ripe, sweet flavors of lychee, honeydew and mango are pure Moscato, while acidity from the Mersequera helps this along.",Tarima,84,12,Levante,Alicante,,Michael Schachner,@wineschach,Volver 2014 Tarima Sparkling (Alicante),Sparkling Blend,Volver
963,1752,US,"This is a straightforward quaffer. Aromas of herbs, jasmine and stone fruit lead to sugary-sweet fruit flavors.",Late Harvest,84,10,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Washington Hills 2014 Late Harvest Riesling (Washington),Riesling,Washington Hills
964,1753,Spain,"From the beginning, this crianza from a very good vintage is lacking. The nose is mulchy and cheesy, with almost no fruit character. The palate is edgy in feel, while leafy, stalky red-fruit flavors are salty and taste of vanilla and caramel.",Crianza,84,25,Northern Spain,Rioja,,Michael Schachner,@wineschach,Finca La Pica 2011 Crianza  (Rioja),Tempranillo Blend,Finca La Pica
965,1755,Spain,"Aromas of rhubarb, herbs and strawberry mark the nose. This feels solid and mostly fresh, while flavors of pickled rhubarb and briny plum come with sugary sweetness in front of a salty finish.",Brut Rose,84,13,Catalonia,Cava,,Michael Schachner,@wineschach,Conde de Subirats NV Brut Rose Sparkling (Cava),Sparkling Blend,Conde de Subirats
966,1756,US,"This wine is a field blend of Syrah, Mourv√®dre and Grenache from Bishop's vineyard. Aromas of herbs, berry, cumin and wet copper penny are followed by smooth-feeling dark berry flavors with a tart, mesquite-filled finish.",Bishop's Block,84,29,Washington,Ancient Lakes,Columbia Valley,Sean P. Sullivan,@wawinereport,Crayelle Cellars 2013 Bishop's Block Red (Ancient Lakes),Rh√¥ne-style Red Blend,Crayelle Cellars
